question_id,latent0,latent1,latent2,latent3,latent4
0,0.21746887266635895,0.0001728684874251485,0.515612006187439,0.2492390275001526,0.9451168775558472
1,0.3520464301109314,0.9986587762832642,0.0001604746503289789,0.7835485339164734,0.48063603043556213
2,0.999707043170929,0.9340521097183228,0.048235706984996796,0.5540961027145386,0.24612995982170105
3,0.47911959886550903,0.8459200263023376,0.9993391633033752,0.24433016777038574,0.026757918298244476
4,0.0006394945667125285,0.848491370677948,0.05645758658647537,0.5794464349746704,0.7543191313743591
5,0.0006394945667125285,0.848491370677948,0.05645758658647537,0.5794464349746704,0.7543191313743591
6,0.9968752861022949,0.14768272638320923,0.9939489364624023,0.99985671043396,0.8228725790977478
7,0.00024047611805144697,0.9960972666740417,0.9076006412506104,0.9994082450866699,0.9972754120826721
8,0.9998977184295654,0.2487657517194748,0.29248756170272827,0.21304331719875336,0.39034080505371094
9,0.0006222240044735372,0.7259472012519836,0.9997265934944153,0.5132474899291992,0.9452423453330994
10,0.6387261152267456,0.5770130157470703,0.008223654702305794,0.9994350075721741,0.08401060849428177
11,0.8582958579063416,0.05746203660964966,0.6889404654502869,0.9999271631240845,0.2833261489868164
12,0.7981482744216919,0.0005618438590317965,0.6360196471214294,0.252607524394989,0.1691201627254486
13,0.8865547180175781,0.5633832216262817,0.8570629358291626,0.18615493178367615,0.03095148131251335
14,0.005254213698208332,0.9994416832923889,0.6272002458572388,0.1494482159614563,0.646902859210968
15,0.9997225403785706,0.7521312832832336,0.3154725134372711,0.19593359529972076,0.16114288568496704
16,0.994834303855896,0.9976438879966736,0.9975817203521729,0.7256319522857666,0.9980200529098511
17,0.9821990132331848,6.928939546924084e-05,0.6483030915260315,0.2919032573699951,0.9995593428611755
18,0.6343638896942139,0.09379976987838745,0.8122040033340454,0.0026394815649837255,0.6938222646713257
19,0.0005421660607680678,0.1023787409067154,0.3069159984588623,0.5340463519096375,0.25913316011428833
20,0.9099152684211731,0.9987339377403259,0.012428888119757175,0.6187543272972107,0.9980227947235107
21,0.05681755393743515,0.50011146068573,7.163619011407718e-05,0.33933624625205994,0.291812002658844
22,0.9999822378158569,0.1686931699514389,0.1173468753695488,0.3681350648403168,0.4230957627296448
23,0.23717106878757477,0.10019651055335999,0.001611171057447791,0.9999547004699707,0.7222397327423096
24,0.4079059660434723,0.8145015239715576,0.1672815978527069,0.9999469518661499,0.00024782735272310674
25,0.2813500165939331,0.999357283115387,0.00010910666605923325,0.5823624730110168,0.2884770631790161
26,0.3636537790298462,0.6889134049415588,0.5149425864219666,0.9996059536933899,0.0002977599506266415
27,0.9611868262290955,0.9984558820724487,0.0020021400414407253,0.9989213943481445,0.7517653703689575
28,0.9999274015426636,0.5181297063827515,0.3803027272224426,0.7464571595191956,0.003170067211613059
29,0.0006394945667125285,0.848491370677948,0.05645758658647537,0.5794464349746704,0.7543191313743591
30,0.0011291105765849352,0.9958688020706177,0.3506535291671753,0.9991505146026611,0.30306071043014526
31,0.5505062937736511,0.33500349521636963,0.9996984004974365,0.36862966418266296,0.0016112100565806031
32,0.9999253749847412,0.359689325094223,0.07697232067584991,0.7603852152824402,0.3202762007713318
33,0.12416474521160126,0.017046842724084854,0.5222123265266418,0.9991880059242249,0.9990056157112122
34,0.9998977184295654,0.2487657517194748,0.29248756170272827,0.21304331719875336,0.39034080505371094
35,0.0008546961471438408,0.9996048808097839,0.6980779767036438,0.34156298637390137,0.9991579055786133
36,0.14482563734054565,0.8150765299797058,0.0007651190971955657,0.9978281855583191,0.6963623762130737
37,0.005254213698208332,0.9994416832923889,0.6272002458572388,0.1494482159614563,0.646902859210968
38,0.9999253749847412,0.359689325094223,0.07697232067584991,0.7603852152824402,0.3202762007713318
39,0.0011980930576100945,0.9750242829322815,0.8506090641021729,0.9945700764656067,0.7059613466262817
40,0.6343638896942139,0.09379976987838745,0.8122040033340454,0.0026394815649837255,0.6938222646713257
41,0.8108851313591003,0.2688985764980316,7.224159344332293e-05,0.5492235422134399,0.9981978535652161
42,0.15580050647258759,0.4204567074775696,0.16068501770496368,0.9973369240760803,0.16957862675189972
43,0.00024047611805144697,0.9960972666740417,0.9076006412506104,0.9994082450866699,0.9972754120826721
44,0.9999253749847412,0.359689325094223,0.07697232067584991,0.7603852152824402,0.3202762007713318
45,0.9962755441665649,0.0001580258394824341,0.38776078820228577,0.7165199518203735,0.9500371813774109
46,0.6494451761245728,0.9891300201416016,0.4590616524219513,0.27529391646385193,3.425669638090767e-05
47,0.9998977184295654,0.2487657517194748,0.29248756170272827,0.21304331719875336,0.39034080505371094
48,0.5280119180679321,0.7934430837631226,0.10750910639762878,0.9991877675056458,0.1431521475315094
49,0.5505062937736511,0.33500349521636963,0.9996984004974365,0.36862966418266296,0.0016112100565806031
50,0.12416474521160126,0.017046842724084854,0.5222123265266418,0.9991880059242249,0.9990056157112122
51,0.6662534475326538,0.9962829947471619,0.5823649764060974,0.9997273087501526,0.00020781095372512937
52,0.999707043170929,0.9340521097183228,0.048235706984996796,0.5540961027145386,0.24612995982170105
53,0.40022265911102295,0.9994039535522461,0.0001693153171800077,0.7855920791625977,0.431022047996521
54,0.9307133555412292,0.8643221855163574,0.26434892416000366,0.0001730207004584372,0.6129369139671326
55,0.6626901030540466,0.0012118961894884706,0.21109312772750854,0.609795868396759,0.04736408591270447
56,0.1700022667646408,0.0007687872857786715,0.8675214648246765,0.2968812882900238,0.368623286485672
57,0.0011980930576100945,0.9750242829322815,0.8506090641021729,0.9945700764656067,0.7059613466262817
58,0.8004485368728638,0.00042775904876179993,0.41832834482192993,0.25676968693733215,0.988538920879364
59,0.02588457055389881,0.4108380973339081,0.0011515411315485835,0.2871090769767761,0.873548150062561
60,0.14482563734054565,0.8150765299797058,0.0007651190971955657,0.9978281855583191,0.6963623762130737
61,0.999518632888794,0.21813127398490906,0.7876189351081848,0.07863610982894897,0.7277313470840454
62,0.0034137277398258448,0.2283940464258194,0.9997150301933289,0.5365586280822754,0.21042145788669586
63,0.8108851313591003,0.2688985764980316,7.224159344332293e-05,0.5492235422134399,0.9981978535652161
64,0.9996218681335449,0.673945426940918,0.18254326283931732,0.46651533246040344,0.18603380024433136
65,0.000770636775996536,0.0006341158295981586,0.4167819321155548,0.9836718440055847,0.500775158405304
66,0.1768769919872284,0.8860953450202942,0.009709925390779972,0.663941502571106,0.819225549697876
67,0.999707043170929,0.9340521097183228,0.048235706984996796,0.5540961027145386,0.24612995982170105
68,0.0018894001841545105,0.035621508955955505,0.865717351436615,0.5778234601020813,0.8005917072296143
69,0.24975056946277618,0.8066990971565247,0.9942623376846313,0.0006296208593994379,0.49357935786247253
